account_manager,bl_number,job_order_date,customer_name,consignee_name,shipment_type,scope_of_work,service_type,cargo_type,carrier,vessel_code,container_count,commodity,shipment_date,terminal,shipment_location,overseas_port,gcss_updatedate,kewill_jobno,kewill_invoiceno,cro_date,service_order_id,service_order_type,container_no,container_type,vendor_name,from_location,to_location,requested_date,defect_count,defect_code,milestone_description,milestone_date,notes
NULL,Z490307355,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,OTH,,2,BANANA,2021-05-04,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000756,,0000-00-00,29da50bc-5df2-4ef1-a30c-93396a00b776,TRK,YMLU5389007,REEF,"SERVICE WAREHOUSE",KWSAATM,ARIDYA,2021-05-08,0,D01,"Shipment pullout date",2021-05-08,P/O
NULL,Z490307355,2021-06-12,"SABEL INTERNATIONAL GROUP","SABEL INTERNATIONAL GROUP",IMPORT,IH,CY,REEF,OTH,,2,BANANA,2021-05-04,KWSAATM,ARIDYA,ECUDOR,0000-00-00,VIKWI0000756,,0000-00-00,29da50bc-5df2-4ef1-a30c-93396a00b776,TRK,YMLU5389007,REEF,"SERVICE WAREHOUSE",KWSAATM,ARIDYA,2021-05-08,0,D01,"Post shipment document upload date",2021-05-09,P/S
NULL,912531218,2021-06-24,"BASF PLASTIC ADDITIVES MIDDLE EAST","BASF PLASTIC ADDITIVES MIDDLE EAST",EXPORT,IH+CCO,SD,REEF,MLL,"X-PRESS KANGCHENJUNGA / 0075",3,"CHEMICAL PRODUCTS ",2021-06-16,BAHRAIN,BAHRAIN,RUSSIA,0000-00-00,,,2021-06-07,2a4a127e-9aec-4382-9c73-1a2086c41abc,CLR,NULL,NULL,"SAMSON FREIGHT",,,2021-06-10,0,D01,"Shipment ready or on-hold",2021-06-12,READY
NULL,211592513,2021-06-27,"AL REFAI FORWARDING & CLEARING EST","BUSTANJI WOOL TRADING ESTABLISHMENT",EXPORT,IH,SD,DRY,MSL,,3,"FOOD STUF",2021-06-29,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,0000-00-00,2a87abe8-d55b-415b-b9f3-e458cb68f437,TRK,MRSU0062098,DRY,SORAQIA,AMMAN,"AQABA TERMINAL",2021-06-22,0,D01,"Actual Gate-in date",2021-06-28,A/G
NULL,210217992,2021-06-08,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,,2,GLASS,2021-05-05,JEDDAH,,BANGALDESH,0000-00-00,,,0000-00-00,2a98e759-63bf-4741-98c0-5c0ad431cfeb,TRK,MRKU8954462,DRY,UTC,SAJED,BANAGLDESH,2021-05-02,0,D01,"Actual Gate-in date",2021-05-02,A/G
NULL,HLCUALY210433502,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,2,TIRES,2021-06-08,KWSAATM,ALRAI,ALEXANDRIA,0000-00-00,VIKWI0000812,,0000-00-00,2adcbce4-1dd3-4ff1-a3be-86ece3db78d7,TRK,HLBU2099237,DRY,"SERVICE WAREHOUSE",KWSAATM,ALRAI,2021-06-17,0,D01,"Empty return date",2021-06-17,E/R
NULL,HLCUALY210433502,2021-06-27,"BEHBEHANI TIRE CENRER","BEHBEHANI TIRE CENRER",IMPORT,IH+CCD,CY,DRY,MLL,,2,TIRES,2021-06-08,KWSAATM,ALRAI,ALEXANDRIA,0000-00-00,VIKWI0000812,,0000-00-00,2adcbce4-1dd3-4ff1-a3be-86ece3db78d7,TRK,TCNU8370096,DRY,"SERVICE WAREHOUSE",KWSAATM,ALRAI,2021-06-17,0,D01,"Actual Delivery Date",2021-06-17,ADD
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,SUDU6604012,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Containers pullout from terminal (Date)",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,TCKU7469304,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Actual Gate-in date",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,MSKU9144046,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Manifest/Bayan received date",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,SUDU6714350,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Actual stuffing date",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,SUDU6604012,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Actual stuffing date",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,MRKU4295710,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Actual Gate-in date",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,TCKU7469304,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Containers pullout from terminal (Date)",2021-06-05,A/G
NULL,209572904,2021-06-12,"MADAR TRADING","MADAR TRADING",EXPORT,IH,SD,DRY,MSL,,12,TIMBER,2021-05-31,SAJED,JEDDAH,JEDRGT,2021-05-02,,,0000-00-00,2b0f670f-f8ae-43cd-b64f-a5826b47522c,TRK,TGBU5394290,DRY,KTS-LEASED,JEDDAH,JEDDAH,2021-05-02,0,D01,"Containers pullout from terminal (Date)",2021-06-05,A/G
NULL,210113023,2021-06-08,"UNITED GULF CONSTRUCTION CO WLL","UNITED GULF CONSTRUCTION CO WLL",IMPORT,IH+CCD,CY,DRY,MLL,,3,STEEL,2021-05-06,KWSWKTM,SHUWAIKH,INCCUTR,0000-00-00,VIKWI0000770,5614126293,0000-00-00,2b312be3-173c-4aea-bf1b-7ca831c14871,TRK,CAIU6282217,DRY,SWC,KWSWKTM,KWSWK,2021-05-10,0,D02,"Shipment pullout date",2021-05-20,P/O
NULL,210888755,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-15,SAJED,JEDDAH,YEMEN,2021-05-02,,,2021-05-02,2b32a64f-f466-4844-b0a1-7a5cb73739d6,TRK,SUDU1904104,Dry,"AL ZAFER",JEDDAH,YANBU,2021-05-02,0,D01,"Actual Gate-in date",2021-06-07,A/G
NULL,210888755,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-15,SAJED,JEDDAH,YEMEN,2021-05-02,,,2021-05-02,2b32a64f-f466-4844-b0a1-7a5cb73739d6,TRK,TLLU2284319,Dry,"AL ZAFER",JEDDAH,YANBU,2021-05-02,0,D01,"Containers pullout from terminal (Date)",0000-00-00,
NULL,210888755,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-15,SAJED,JEDDAH,YEMEN,2021-05-02,,,2021-05-02,2b32a64f-f466-4844-b0a1-7a5cb73739d6,TRK,HASU1306990,Dry,"AL ZAFER",JEDDAH,YANBU,2021-05-02,0,D01,"Actual Gate-in date",2021-06-07,A/G
NULL,210888755,2021-06-26,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,6,Glass,2021-06-15,SAJED,JEDDAH,YEMEN,2021-05-02,,,2021-05-02,2b32a64f-f466-4844-b0a1-7a5cb73739d6,TRK,TLLU2284319,Dry,"AL ZAFER",JEDDAH,YANBU,2021-05-02,0,D01,"Actual stuffing date",2021-06-30,A/S
NULL,210019163,2021-06-08,"ARAB PAPER MANUFACTURING CO LTD","ARAB PAPER MANUFACTURING CO LTD",EXPORT,IH+CCO,SD,REEF,MSL,"CAP SAN LAZARO / 120W",2,"PLASTIC , PLASTIC ARTICLES, NEW",2021-05-22,SADMM,"SECOND INDUSTRIAL",SWEDEN,2021-05-04,,,2021-05-04,2d8aff19-a9bc-4ebb-bc59-9345796cb3a2,CLR,NULL,NULL,"AWAD JARALLAH AL QAHTANI",,,2021-05-04,0,D01,"Shipment cleared date",0000-00-00,
NULL,209486303,2021-06-14,,"MASHEED TRADING AND TRANSPORTATION CO LTD",IMPORT,IH+CCD,CY,DRY,MSL,,20,,2021-05-09,"JEDDAH RED SEA GATEWAY TERMINAL",JEDDAH,INDIA,2021-05-19,VIRIA0005625,5614170245,0000-00-00,2ddc3cdb-f875-41d8-84e1-3c157ffaa65e,TRK,MRKU8577179,DRY,KTS,JEDDAH,JEDDAH,2021-05-19,0,D01,"Post shipment document upload date",2021-05-12,P/S
NULL,209486303,2021-06-14,,"MASHEED TRADING AND TRANSPORTATION CO LTD",IMPORT,IH+CCD,CY,DRY,MSL,,20,,2021-05-09,"JEDDAH RED SEA GATEWAY TERMINAL",JEDDAH,INDIA,2021-05-19,VIRIA0005625,5614170245,0000-00-00,2ddc3cdb-f875-41d8-84e1-3c157ffaa65e,TRK,MSKU3590797,DRY,KTS,JEDDAH,JEDDAH,2021-05-19,0,D01,"Empty return date",2021-05-19,E/R
NULL,209486303,2021-06-14,,"MASHEED TRADING AND TRANSPORTATION CO LTD",IMPORT,IH+CCD,CY,DRY,MSL,,20,,2021-05-09,"JEDDAH RED SEA GATEWAY TERMINAL",JEDDAH,INDIA,2021-05-19,VIRIA0005625,5614170245,0000-00-00,2ddc3cdb-f875-41d8-84e1-3c157ffaa65e,TRK,MSKU3359052,DRY,KTS,JEDDAH,JEDDAH,2021-05-19,0,D01,"Shipment pullout date",2021-05-12,P/O
NULL,608374329,2021-06-23,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"CAP SAN LAZARO/124E",9,PAPER,2021-06-27,SAJED,JEDDAH,FIKTK,2021-06-29,,,0000-00-00,2dea465a-344a-49ce-95f2-7f7eddf44064,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-06-23,0,D01,"Shipment cleared date",2021-06-28,RECEIVED
NULL,210681602,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,CALLIOPE/2108,6,PLASTIC,2021-06-03,SAJED,JEDDAH,YEADE,2021-05-21,,,2021-05-01,2e59c2fd-8b1a-4fcd-a82c-d666c37a204b,TRK,SUDU6847645,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Containers pullout from terminal (Date)",2021-05-02,P/O
NULL,210681602,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,CALLIOPE/2108,6,PLASTIC,2021-06-03,SAJED,JEDDAH,YEADE,2021-05-21,,,2021-05-01,2e59c2fd-8b1a-4fcd-a82c-d666c37a204b,TRK,HASU4930336,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Containers pullout from terminal (Date)",2021-05-02,P/O
NULL,210681602,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,CALLIOPE/2108,6,PLASTIC,2021-06-03,SAJED,JEDDAH,YEADE,2021-05-21,,,2021-05-01,2e59c2fd-8b1a-4fcd-a82c-d666c37a204b,TRK,MSKU9533243,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Actual Gate-in date",2021-05-20,A/G
NULL,912351286,2021-06-23,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,4,"FRESH GREEN CHIQUITA BANANAS",2021-06-06,SAJED,JEDDAH,GUAYAQUIL,2021-05-22,,,0000-00-00,2e68c72c-0e07-4995-b2c2-18a12bd33172,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-06-08,0,D01,"Shipment ready or on-hold",2021-06-07,
NULL,210972930,2021-06-11,"AL REFAI FORWARDING & CLEARING EST","AL REFAI FORWARDING & CLEARING EST",EXPORT,IH,SD,DRY,MSL,,1,,2021-07-01,JOAHZTM,AMMAN,JEDDAH,0000-00-00,,,2021-05-23,2f8710d1-dda7-471c-8999-0d92a5817696,TRK,TCLU5514459,DRY,SORAQIA,"AMMAN ","AQABA TERMINAL ",2021-05-23,0,D01,"Containers pullout from terminal (Date)",2021-06-01,P/O
NULL,608256312,2021-06-09,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",IMPORT,IH+CCD,SD,DRY,MSL,"MAERSK GENOA/116E",3,PAPER,2021-05-02,SAJED,JEDDAH,SEGOT,2021-05-05,,,0000-00-00,2f901c4d-beb2-4497-919f-b219dd547657,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-04-28,0,D01,"Ready for duty payment (Date)",2021-05-04,
NULL,211018140,2021-06-02,"TAMER ARABIA TRADING CO","TAMER ARABIA TRADING CO",IMPORT,IH+CCD,SD,DRY,MSL,,5,Electronics,2021-06-10,SADMM,DAMMAM,"JABEL ALI",0000-00-00,,,0000-00-00,30d30763-ea28-4bff-a842-7d7930a60bc1,TRK,TRHU4129504,DRY,"AWAD JARALLAH AL QAHTANI",DAMMAM,DAMMAM,2021-06-03,0,D01,"Post shipment document upload date",2021-06-20,P/O
NULL,211018140,2021-06-02,"TAMER ARABIA TRADING CO","TAMER ARABIA TRADING CO",IMPORT,IH+CCD,SD,DRY,MSL,,5,Electronics,2021-06-10,SADMM,DAMMAM,"JABEL ALI",0000-00-00,,,0000-00-00,30d30763-ea28-4bff-a842-7d7930a60bc1,TRK,TCNU1096379,DRY,"AWAD JARALLAH AL QAHTANI",DAMMAM,DAMMAM,2021-06-03,0,D01,"Post shipment document upload date",2021-06-20,P/O
NULL,211018140,2021-06-02,"TAMER ARABIA TRADING CO","TAMER ARABIA TRADING CO",IMPORT,IH+CCD,SD,DRY,MSL,,5,Electronics,2021-06-10,SADMM,DAMMAM,"JABEL ALI",0000-00-00,,,0000-00-00,30d30763-ea28-4bff-a842-7d7930a60bc1,TRK,MRSU3965277,DRY,"AWAD JARALLAH AL QAHTANI",DAMMAM,DAMMAM,2021-06-03,0,D01,"Post shipment document upload date",2021-06-20,P/O
NULL,211018140,2021-06-02,"TAMER ARABIA TRADING CO","TAMER ARABIA TRADING CO",IMPORT,IH+CCD,SD,DRY,MSL,,5,Electronics,2021-06-10,SADMM,DAMMAM,"JABEL ALI",0000-00-00,,,0000-00-00,30d30763-ea28-4bff-a842-7d7930a60bc1,TRK,TRHU4437620,DRY,"AWAD JARALLAH AL QAHTANI",DAMMAM,DAMMAM,2021-06-03,0,D01,"Actual Delivery Date",2021-06-14,ADD
NULL,912380985,2021-06-26,"ETC FRUIT GIDA SAN VE TIC LTD STI","ETC FRUIT GIDA SAN VE TIC LTD STI",IMPORT,IH+CCD,SD,REEF,MSL,,2,"FRESH GREEN CHIQUITA BANANAS",2021-06-13,SAJED,JEDDAH,GUAYAQUIL,2021-05-26,,,0000-00-00,31fe0407-f1a6-4f10-8344-db024904c1ab,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-06-13,0,D01,"Shipment ready or on-hold",0000-00-00,
NULL,912259670,2021-06-13,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,1,Glass,2021-05-01,SAJED,JEDDAH,USA,0000-00-00,,,2021-04-19,3207eef9-c418-4f12-bc17-042078e4376a,TRK,MAEU4709012,DRY,"AL ZAFER",JEDDAH,YANBU,2021-04-20,0,D01,"Actual stuffing date",2021-04-20,A
NULL,210404058,2021-06-14,,"SIG COMBIBLOC OBEIKAN CO LTD",EXPORT,IH+CCO,SD,DRY,MSL,,5,,2021-05-29,"KING ABDULLAH ECONOMIC CITY PORT",RIAYDH,Algeria,2021-05-29,,,2021-04-26,321db0eb-6b36-4f60-9e8e-968d20832685,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-05-22,0,D01,"Shipment ready or on-hold",2021-05-24,
NULL,210040698,2021-06-24,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,"Hapag Lloy",,7,TIMBER,2021-06-13,SAJED,JEDDAH,SWEDEN,2021-06-16,,,0000-00-00,323bc889-9812-4160-bf2a-b97bc6daafe1,TRK,MRKU5259370,DRY,SBT-LEASED,SAJED,JEDDAH,2021-06-10,0,D01,"Post shipment document upload date",2021-06-16,P/S
NULL,210040698,2021-06-24,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,"Hapag Lloy",,7,TIMBER,2021-06-13,SAJED,JEDDAH,SWEDEN,2021-06-16,,,0000-00-00,323bc889-9812-4160-bf2a-b97bc6daafe1,TRK,HASU4140882,DRY,SBT-LEASED,SAJED,JEDDAH,2021-06-10,0,D01,"Empty return date",2021-06-17,E/R
NULL,210040698,2021-06-24,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,"Hapag Lloy",,7,TIMBER,2021-06-13,SAJED,JEDDAH,SWEDEN,2021-06-16,,,0000-00-00,323bc889-9812-4160-bf2a-b97bc6daafe1,TRK,MIEU0035166,DRY,SBT-LEASED,SAJED,JEDDAH,2021-06-10,0,D01,"Post shipment document upload date",2021-06-16,P/S
NULL,210040698,2021-06-24,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,"Hapag Lloy",,7,TIMBER,2021-06-13,SAJED,JEDDAH,SWEDEN,2021-06-16,,,0000-00-00,323bc889-9812-4160-bf2a-b97bc6daafe1,TRK,MRKU6094443,DRY,SBT-LEASED,SAJED,JEDDAH,2021-06-10,0,D01,"Empty return date",2021-06-17,E/R
NULL,210040698,2021-06-24,"MADAR TRADING","MADAR TRADING",IMPORT,IH,SD,DRY,"Hapag Lloy",,7,TIMBER,2021-06-13,SAJED,JEDDAH,SWEDEN,2021-06-16,,,0000-00-00,323bc889-9812-4160-bf2a-b97bc6daafe1,TRK,MRKU6094443,DRY,SBT-LEASED,SAJED,JEDDAH,2021-06-10,0,D01,"Post shipment document upload date",2021-06-16,P/S
NULL,608376164,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,15,"EMPTY TANKS",2021-05-18,SAJED,JEDDAH,NETHERLAND,2021-05-20,,,0000-00-00,326e41fb-9737-4e42-91ba-4db6f7b4987c,TRK,CRXU8669496,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-05-22,0,D01,"Post shipment document upload date",2021-05-22,P/S
NULL,608376164,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,15,"EMPTY TANKS",2021-05-18,SAJED,JEDDAH,NETHERLAND,2021-05-20,,,0000-00-00,326e41fb-9737-4e42-91ba-4db6f7b4987c,TRK,CRXU8676807,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-05-22,0,D01,"Shipment pullout date",2021-05-22,P/O
NULL,608376164,2021-06-08,"HAJER INTERNATIONAL FACTORY","HAJER INTERNATIONAL FACTORY",IMPORT,IH+CCD,SD,DRY,MSL,MAERSK,15,"EMPTY TANKS",2021-05-18,SAJED,JEDDAH,NETHERLAND,2021-05-20,,,0000-00-00,326e41fb-9737-4e42-91ba-4db6f7b4987c,TRK,CXTU1155015,TANK,"MANSOOR AL MOUSAD",JEDDAH,JEDDAH,2021-05-22,0,D01,"Actual Delivery Date",2021-05-22,ADD
NULL,210984065,2021-06-28,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,"Hapag Lloy","MAERSK GIBRALTER/121E",2,,2021-06-06,SAJED,JEDDAH,ZADUR,2021-05-31,,,2021-05-24,336e1baf-feb8-4f55-bfbc-3d6804b50ff6,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-05-30,0,D01,"Initial Bayan date",2021-05-30,RECEIVED
NULL,912532865,2021-06-27,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-07-03,SAJED,JEDDAH,USA,0000-00-00,,,2021-06-08,33a5db93-f2a6-47f6-87d9-6994bcc85cb3,TRK,SUDU2839343,Dry,"AL ZAFER",JEDDAH,YANBU,2021-06-08,0,D01,"Manifest/Bayan received date",2021-06-20,M/R
NULL,912532865,2021-06-27,"OBEIKAN GLASS COMPANY","OBEIKAN GLASS COMPANY",EXPORT,IH+CCO,SD,DRY,MSL,,3,Glass,2021-07-03,SAJED,JEDDAH,USA,0000-00-00,,,2021-06-08,33a5db93-f2a6-47f6-87d9-6994bcc85cb3,TRK,"TRIU0319670 ",Dry,"AL ZAFER",JEDDAH,YANBU,2021-06-08,0,D01,"Actual stuffing date",2021-06-12,A/S
NULL,210721613,2021-06-09,"GULF ALUMINIUM ROLLING MILL","GULF ALUMINIUM ROLLING MILL",EXPORT,CCO,SD,DRY,MSL,"X-PRESS KANGCHENJUNGA / 0071",1,,2021-05-19,BAHRAIN,BAHRAIN,"UNITED STATES",0000-00-00,,,2021-05-11,33dcc9f3-2cca-44b5-a2aa-081e65c015d8,CLR,NULL,NULL,"SAMSON FREIGHT",,,2021-05-11,0,D01,"Customs file submission date",2021-05-12,
NULL,210604810,2021-06-06,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MLL,"X-PRESS KANGCHENJUNGA / 0070",5,"WOOD PULP",2021-05-12,BAHRAIN,BAHRAIN,SYDNEY,0000-00-00,,,2021-05-06,341bc839-2db8-42b4-91f9-ad61e32b99be,CLR,NULL,NULL,"SAMSON FREIGHT",,,2021-05-06,0,D01,"Docs received date",2021-05-06,
NULL,210388078,2021-06-13,,"SAPIN SAUDI ARABIAN PACKAGING",EXPORT,IH+CCO,SD,DRY,MSL,"GFS PRIDE",18,"Iron, steel, iron and steel articles, metal",2021-05-07,"JEDDAH RED SEA GATEWAY TERMINAL",DAMMAM,Egypt,2021-05-05,,,2021-04-25,345b3eb2-294f-464b-adc5-51ed23daac06,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-04-28,0,D01,"Shipment cleared date",2021-05-06,
NULL,210538909,2021-06-10,"TETRA PAK MANUFACTURING LTD","TETRA PAK MANUFACTURING LTD",EXPORT,IH+CCO,SD,DRY,MSL,"GFS PRIDE/011S",1,PAPER,2021-05-21,SAJED,JEDDAH,EGAIS,2021-05-17,,,0000-00-00,345c5405-eb4a-4b89-a330-25348832e7cc,CLR,NULL,NULL,"AL WARED AL BAHRI",,,2021-05-09,0,D01,"Initial Bayan date",2021-05-17,RECEIVED
NULL,210604670,2021-06-01,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,,1,"WOOD PULP ",2021-05-12,BAH,MANMAH,LYTTELTON,0000-00-00,,,2021-05-06,346c155b-0ac0-43eb-acda-183aa0356ca9,CLR,NULL,NULL,"SAMSON FREIGHT",,,2021-05-06,0,D01,"Shipment ready or on-hold",2021-05-07,READY
NULL,210604670,2021-06-01,"MADEM GULF INDUSTRIES W L L","MADEM GULF INDUSTRIES W L L",EXPORT,IH+CCO,SD,DRY,MSL,,1,"WOOD PULP ",2021-05-12,BAH,MANMAH,LYTTELTON,0000-00-00,,,2021-05-06,346c155b-0ac0-43eb-acda-183aa0356ca9,CLR,NULL,NULL,"SAMSON FREIGHT",,,2021-05-06,0,D01,"Customs file submission date",2021-05-06,
NULL,208449656,2021-06-05,"MADAR TRADING","MADAR TRADING",IMPORT,IH,CY,DRY,MSL,,3,TIMBER,2021-05-05,JEDDAH,JEDDAH,JEDDAH,0000-00-00,,,0000-00-00,3498cd9e-4775-4204-ac80-cedf530c5ba3,TRK,TEMU7419205,DRY,SBT-LEASED,JEDDAH,JEDDAH,2021-05-23,0,D01,"Actual Delivery Date",0000-00-00,
NULL,912135644,2021-06-08,"ARABIAN UNITED FLOAT GLASS CO","ARABIAN UNITED FLOAT GLASS CO",EXPORT,IH+CCO,SD,DRY,MSL,,2,GLASS,2021-05-05,JEDDAH,,TUNISIA,0000-00-00,,,0000-00-00,351792d8-89f3-46c5-bdc8-1313b2b75036,TRK,MAEU4648576,DRY,UTC,SAJED,TUNISIA,2021-04-26,0,D01,"Actual stuffing date",2021-04-24,A/S
NULL,210275570,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS PEARL/2104",24,PLASTIC,2021-06-29,SAJED,JEDDAH,YEADE,2021-05-25,,,2021-05-01,36676db8-7607-485c-8abc-0093d2e91293,TRK,MSKU1543733,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Actual Gate-in date",2021-05-30,A/G
NULL,210275570,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS PEARL/2104",24,PLASTIC,2021-06-29,SAJED,JEDDAH,YEADE,2021-05-25,,,2021-05-01,36676db8-7607-485c-8abc-0093d2e91293,TRK,MSKU8443382,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Actual Gate-in date",2021-05-30,A/G
NULL,210275570,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS PEARL/2104",24,PLASTIC,2021-06-29,SAJED,JEDDAH,YEADE,2021-05-25,,,2021-05-01,36676db8-7607-485c-8abc-0093d2e91293,TRK,MSKU8443382,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Manifest/Bayan received date",2021-04-30,M/R
NULL,210275570,2021-06-25,"GAP POLYMERS","GAP POLYMERS",EXPORT,IH,SD,DRY,MSL,"TSS PEARL/2104",24,PLASTIC,2021-06-29,SAJED,JEDDAH,YEADE,2021-05-25,,,2021-05-01,36676db8-7607-485c-8abc-0093d2e91293,TRK,TCKU9726510,DRY,UTC,JEDDAH,JEDDAH,2021-05-03,0,D01,"Containers pullout from terminal (Date)",2021-05-02,P/O
