bl_number,service_order_id,service_order_type,container_no,container_type,trucking_vendor_name,from_location,to_location,requested_date,defect_count,defect_code,milestone_id,milestone_description,milestone_date,notes,sort_order
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,CAIU8471082,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,85ae56d2-cea6-4809-9355-8ee2b841875f,"Post shipment document upload date",2021-05-07,P/S,40
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,FCIU9232732,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,3f163a17-51ea-4821-a493-9addbc15f4f0,"Shipment pullout date",2021-05-07,P/O,10
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,FCIU9232732,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,dca7bbb0-0346-4934-9217-08c24cb74137,"Actual Delivery Date",2021-05-08,ADD,20
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,FCIU9232732,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,386a7176-71af-403d-a3d6-f90976cef854,"Empty return date",2021-05-08,E/R,30
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,FCIU9232732,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,776db221-22bd-44a7-a4ce-0d3cfa172c58,"Post shipment document upload date",2021-05-07,P/S,40
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,HLBU1566363,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,6bb228af-118e-4f3d-9736-6e873b156b91,"Shipment pullout date",2021-05-07,P/O,10
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,HLBU1566363,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,3ae448a9-d280-4e5a-af1c-d34eee102da1,"Actual Delivery Date",2021-05-08,ADD,20
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,HLBU1566363,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,7348c5a6-8397-4b81-bc90-00b8f032ec73,"Empty return date",2021-05-08,E/R,30
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,HLBU1566363,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,63b889e1-9d88-4df3-9d4b-1d6d40e7f371,"Post shipment document upload date",2021-05-07,P/S,40
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TCNU8321640,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,1a67120c-e5d9-4f71-85c9-2eaf749c13c5,"Shipment pullout date",2021-05-07,P/O,10
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TCNU8321640,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,142d876a-d3a4-4110-a36d-71e0b16fcf56,"Actual Delivery Date",2021-05-08,ADD,20
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TCNU8321640,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,f62d296c-3231-433c-a83b-aa7b9689ffc4,"Empty return date",2021-05-08,E/R,30
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TCNU8321640,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,c4fe3662-73d6-4015-a818-c7eed300b505,"Post shipment document upload date",2021-05-07,P/S,40
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGCU5178078,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,793757a5-777e-4943-a46c-5c6d8d1c6fba,"Shipment pullout date",2021-05-07,P/O,10
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGCU5178078,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,cae6634a-f25a-41c1-99fc-ada1009b20ac,"Actual Delivery Date",2021-05-08,ADD,20
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGCU5178078,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,5b5c3af7-ac3e-44e4-8fe9-447c8647d556,"Empty return date",2021-05-08,E/R,30
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGCU5178078,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,ca6c259d-28fe-47fb-8507-f1e67be7fcc2,"Post shipment document upload date",2021-05-07,P/S,40
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGHU8665632,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,d3396e90-7a6d-4dc2-bc11-dd6995a80beb,"Shipment pullout date",2021-05-07,P/O,10
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGHU8665632,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,947094ac-c90d-4086-a4b6-e624e7cafb03,"Actual Delivery Date",2021-05-08,ADD,20
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGHU8665632,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,c18b5b5e-5541-438e-bf7d-9b47eaae1f00,"Empty return date",2021-05-08,E/R,30
HLCUHEL210101834,045ddb06-bfff-4572-a630-fdea367669c2,TRK,TGHU8665632,DRY,"AL ZAFER","JEDDAH ",JEDDAH,2021-05-12,0,D01,cb712e63-ea3a-4310-9666-4e8662e8efa9,"Post shipment document upload date",2021-05-07,P/S,40
210731643,04c44a1b-11de-4de1-bb61-c72e33491006,TRK,MSKU7805002,DRY,"AL ZAFER",RIYADH,JEDDAH,2021-05-18,0,D01,05f8ce7d-7925-49af-a787-a0e82d18cdc5,"Containers pullout from terminal (Date)",2021-05-21,P/O,10
210731643,04c44a1b-11de-4de1-bb61-c72e33491006,TRK,MSKU7805002,DRY,"AL ZAFER",RIYADH,JEDDAH,2021-05-18,0,D01,ae0c4566-63d9-49d5-9065-dc9ba5db5ed3,"Actual stuffing date",2021-05-22,P/O,20
210731643,04c44a1b-11de-4de1-bb61-c72e33491006,TRK,MSKU7805002,DRY,"AL ZAFER",RIYADH,JEDDAH,2021-05-18,0,D01,02c9133c-708e-4066-9056-9682df324efd,"Manifest/Bayan received date",2021-05-26,M/R,30
210731643,04c44a1b-11de-4de1-bb61-c72e33491006,TRK,MSKU7805002,DRY,"AL ZAFER",RIYADH,JEDDAH,2021-05-18,0,D01,41e2af61-17d4-4546-9f30-918b4ded78fa,"Actual Gate-in date",2021-05-26,A/G,40
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,MNBU3479267,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,4cd3f9cd-2a9e-4c21-aa30-0e3038408189,"Shipment pullout date",2021-05-26,S,10
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,MNBU3479267,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,68ead83d-59f5-4023-a3bc-664fd89d1a72,"Actual Delivery Date",2021-05-31,A,20
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,MNBU3479267,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,bcca06d5-5f86-46a5-9967-63f15ab9d5c7,"Empty return date",2021-05-31,E,30
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,MNBU3479267,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,6d9f2605-9b07-4375-b49d-622863d76192,"Post shipment document upload date",2021-05-26,P,40
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,SUDU6185810,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,d9118d9a-45b9-4e9a-9a68-4ccf70a61690,"Shipment pullout date",2021-05-26,S,10
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,SUDU6185810,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,87f462b1-47e2-4a45-afd1-680e2feccb07,"Actual Delivery Date",2021-05-31,A,20
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,SUDU6185810,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,1207055d-2fda-4d5a-a90d-0d96a5c560f4,"Empty return date",2021-05-31,E,30
912263293,04d6b2a6-6be9-46ce-abaa-78b9c2a59d39,TRK,SUDU6185810,REEF,UTC,JEDDAH,RIYADH,2021-05-26,0,D01,bc51332c-a432-4dfe-8002-669a069dfef0,"Post shipment document upload date",2021-05-26,P,40
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MMAU1013964,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,da69f301-6141-4d9e-8e8c-e41de42ff650,"Shipment pullout date",2021-06-15,S/P,10
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MMAU1013964,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,b83e2073-e258-44fb-b4f9-093234ddcb82,"Actual Delivery Date",2021-06-19,ADD,20
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MMAU1013964,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,4adfd033-646d-4d75-8081-32ebdb3e4026,"Empty return date",2021-06-19,E/R,30
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MMAU1013964,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,1184b18a-15ed-47f4-bebe-7e3dcb63c61b,"Post shipment document upload date",2021-06-25,P/S,40
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MNBU3031863,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,5f3177ed-50e9-48fd-b782-97711de171f4,"Shipment pullout date",2021-06-15,S/P,10
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MNBU3031863,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,95270665-ba13-4f9d-b2cf-915bf3f41581,"Actual Delivery Date",2021-06-19,ADD,20
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MNBU3031863,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,fb120c4e-eec8-4137-900f-7c2284d7f2d3,"Empty return date",2021-06-19,E/R,30
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,MNBU3031863,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,ef521c96-dc28-4fd3-b1c4-93c84aa28595,"Post shipment document upload date",2021-06-25,P/S,40
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU6260750,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,15ab5601-b0bc-4fb1-a009-f89b3b5ce019,"Shipment pullout date",2021-06-15,S/P,10
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU6260750,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,619adc85-fa3a-4e98-9109-e46282b20a1b,"Actual Delivery Date",2021-06-20,ADD,20
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU6260750,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,b4cfde6c-2ea6-4ac2-8f85-54d7c24aa997,"Empty return date",2021-06-20,E/R,30
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU6260750,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,f65f5cc3-535f-4334-a5d6-059e1c6370de,"Post shipment document upload date",2021-06-25,P/S,40
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU8192887,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,8c2982c3-8a64-47ac-b749-fd5aa1d73551,"Shipment pullout date",2021-06-15,S/P,10
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU8192887,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,4cfe0e53-7d9f-4268-a400-631109687205,"Actual Delivery Date",2021-06-20,ADD,20
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU8192887,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,fc11e20d-c18c-4fff-9db2-6dbbf6b16b55,"Empty return date",2021-06-20,E/R,30
912375890,04eff3fb-c256-4c8c-94b5-db8b33f9a069,TRK,SUDU8192887,REEF,KTS,JEDDAH,RIYADH,2021-06-13,0,D01,650052ee-36cc-4eed-b0d2-9e90bd07dfb1,"Post shipment document upload date",2021-06-25,P/S,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,CAAU5172697,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,822f1c44-9fff-4ddf-a41c-7e43e31a7e4f,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,CAAU5172697,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,9aa54b28-5c96-49ae-bda3-f57a05dadf46,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,CAAU5172697,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3eba497d-f889-4433-b650-1a531307fc34,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,CAAU5172697,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,bb6493c5-417f-408c-8c74-2ca4ba0a6c89,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4083020,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3c061b2a-44b4-476c-aba5-168080c2a231,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4083020,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3b526422-12c9-45b2-a333-8750d4a95496,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4083020,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,6694e9e8-48a3-47bc-a8be-5f2bf238e0b2,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4083020,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,0a01e81a-f290-4afd-aa5b-e18887ffe542,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4114796,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,097d5cf4-9e81-44e3-8976-596f0ba9fce6,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4114796,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,eca44538-fa52-4f49-b1f5-994c3033f7ca,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4114796,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,354dd374-3aae-433a-bc32-9d9772270ef9,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,HASU4114796,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,86c9a4c3-d3d9-4b28-97ae-834e1957e298,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU2097399,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3eef21a3-b156-4625-9d61-e688b275ae69,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU2097399,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,0a722740-c9ad-4f49-8463-7a2fb8a52f17,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU2097399,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,9a0b93f4-0732-453e-93ed-19fa7371b526,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU2097399,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,9f790e2b-0026-45b2-955d-1ff99b0738b9,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3036546,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,0383876d-5bfb-4cc1-a00c-15f42d4b1fb6,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3036546,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,5dbeb6eb-3d4e-454a-995b-58f209b9f559,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3036546,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,d161ba42-0c21-4075-843b-7104deb6396e,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3036546,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3ac6e34b-abc9-4743-9052-a68d5617bd0d,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3112163,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,8e4fb247-a0aa-4955-9a26-d2b25f7f4707,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3112163,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,7080cd15-2dc9-41a0-a107-eab934b1efca,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3112163,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,48919990-48c0-4e7f-b90e-38d6500a1d02,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3112163,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,ce2f61fe-cb8d-452f-9009-66997a89aeb1,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3185663,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,1b425aac-cc21-451b-8f59-e0aceed60419,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3185663,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,e05cbe01-7c1f-4f49-9a97-cd7da3dcd6be,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3185663,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,4a717530-b7db-4e5c-a5bf-dc85117110b4,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3185663,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,0ef5a43b-90d4-47b3-b93d-3aa1c2cd3cfe,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3201260,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,45cee2d7-36f6-48c2-a084-ffb6b4bd5f2f,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3201260,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,ac28b323-5baa-46a2-8335-6582d6ec69ea,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3201260,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,f30cd711-634f-4bfc-a318-2ef868a3c25a,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3201260,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,356f257e-12cd-4699-a46b-48cfe9fd24f6,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3432927,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,d1df8583-82da-49e9-ba69-d528307eaea3,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3432927,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,5c3ffb1f-f43f-47b5-9059-fd073656e9c8,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3432927,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,6e63617e-115c-4890-9a84-11fec870d1f5,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU3432927,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,236ebb48-7620-4d72-adaf-a648484b6e68,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU4735168,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,ef93f1f1-5a29-4ef7-9a38-bc2baa2c0bc4,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU4735168,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3d2c0c6b-2304-4187-8264-d38c2a5116df,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU4735168,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,2a9192af-2679-4f91-8da2-5ced50e3fa7f,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU4735168,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,17de5661-bed8-4698-b813-fa5d4511878e,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU5587548,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,553fe5eb-b420-43b1-b71b-c05c2c3f080a,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU5587548,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,3b069dc8-c09f-4684-8056-7ea6034bec76,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU5587548,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,755a3f81-1c63-4dd9-b27b-c510702c2fc4,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRKU5587548,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,f740096c-d359-480f-8183-5325ada15c51,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRSU3115632,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,d27ef9ff-f84d-4545-a5c6-b2a6402558dc,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRSU3115632,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,c15bbbb7-fbf4-476b-ae8d-b72c57fb1b8a,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRSU3115632,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,65315169-1ad1-42bf-b01f-bf8070586710,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MRSU3115632,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,e08d7672-4377-49a5-a210-1908e3320ad0,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU0154070,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,ffe2b525-3e0f-45bb-82e4-f7ce5095f9c0,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU0154070,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,b43ad12b-82a8-496a-ac32-790e946dd2a5,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU0154070,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,8e2ef857-ff3c-438d-9615-a0f78169cc66,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU0154070,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,92cf6022-12b5-4234-89ea-845523794483,"Actual Gate-in date",2021-06-08,A/G,40
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU1167277,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,c77b3626-a466-4a9e-bda3-be4dd1a58c7a,"Containers pullout from terminal (Date)",2021-05-19,P/O,10
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU1167277,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,baa8d036-7405-4250-adc9-895603599980,"Actual stuffing date",2021-05-19,A/S,20
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU1167277,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,c67d3586-4c31-4dd8-84e1-edf1b0976712,"Manifest/Bayan received date",2021-06-08,M/F,30
210689557,05387423-5f23-43bc-8a50-5b268cd162a6,TRK,MSKU1167277,DRY,"AL ZAFER",JEDDAH,JEDDAH,2021-05-19,0,D01,a06ad959-384e-4162-bbe1-01918013435e,"Actual Gate-in date",2021-06-08,A/G,40
